Timestamp, Temperature (C), Humidity (%), Ozone (ppb), PM2.5 (ug/m3), PM10 (ug/m3), VOC (ug/m3)
4814, 18.90, 24.60, 106.96, 0.80, 0.90, 33
4824, 18.70, 25.10, 106.96, 0.90, 1.00, 32
4834, 18.80, 24.80, 98.59, 0.90, 1.50, 31
4844, 18.90, 24.50, 98.59, 0.90, 1.50, 31
4854, 18.80, 24.50, 106.96, 0.90, 1.60, 32
4864, 18.80, 24.70, 106.96, 0.90, 1.30, 33
4874, 18.80, 24.80, 98.59, 1.00, 1.40, 33
4884, 19.00, 24.80, 98.59, 1.10, 2.10, 32
4894, 19.10, 24.80, 106.96, 0.90, 2.00, 32
4904, 19.30, 24.60, 106.96, 1.00, 2.10, 29
4915, 19.20, 24.20, 106.96, 0.90, 1.40, 29
4925, 19.00, 23.90, 106.96, 1.00, 1.40, 29
4935, 18.90, 24.10, 106.96, 1.00, 1.30, 30
4945, 18.80, 24.40, 106.96, 1.00, 1.10, 31
4955, 18.90, 24.90, 106.96, 0.90, 1.70, 31
4965, 18.80, 25.00, 106.96, 0.90, 1.80, 30
4975, 18.80, 24.30, 106.96, 0.90, 1.90, 30
4985, 18.70, 24.40, 106.96, 0.90, 1.30, 29
4995, 18.80, 24.40, 106.96, 0.90, 1.20, 29
5005, 18.80, 24.40, 106.96, 1.10, 1.70, 30
5015, 18.90, 24.40, 106.96, 1.10, 2.00, 31
5025, 19.00, 25.10, 106.96, 1.00, 1.80, 30
5035, 19.10, 24.60, 106.96, 0.90, 1.60, 30
5046, 18.80, 24.10, 106.96, 0.80, 1.20, 29
5056, 18.80, 24.10, 116.37, 1.00, 1.50, 29
5066, 18.70, 24.30, 106.96, 1.20, 1.60, 30
5076, 18.50, 24.70, 116.37, 1.20, 1.50, 30
5086, 18.50, 24.80, 106.96, 1.10, 1.60, 31
5096, 18.60, 25.20, 106.96, 0.90, 1.10, 31
5106, 18.50, 24.30, 106.96, 1.00, 1.50, 32
5116, 18.60, 21.80, 106.96, 1.10, 1.60, 31
5126, 18.60, 22.00, 106.96, 1.10, 1.50, 31
5136, 18.60, 25.10, 106.96, 1.00, 1.40, 32
5146, 18.60, 25.00, 106.96, 0.90, 1.40, 33
5156, 18.80, 25.20, 106.96, 0.80, 1.30, 32
5166, 19.10, 24.90, 106.96, 0.80, 1.40, 33
5176, 19.10, 24.60, 106.96, 0.80, 1.00, 33
5187, 19.30, 24.80, 106.96, 0.80, 0.90, 33
5197, 19.20, 24.70, 106.96, 0.80, 1.00, 34
5207, 19.40, 24.50, 98.59, 0.80, 1.00, 32
5217, 19.50, 24.30, 106.96, 0.90, 1.10, 33
5227, 19.70, 24.10, 106.96, 0.90, 1.00, 34
5237, 19.90, 24.30, 98.59, 1.00, 1.40, 34
5247, 20.00, 24.50, 106.96, 1.00, 1.40, 35
5257, 20.00, 24.50, 106.96, 0.90, 1.30, 36
5267, 20.00, 24.60, 98.59, 0.90, 1.10, 36
5277, 20.10, 24.50, 106.96, 0.90, 1.10, 34
5287, 20.00, 24.50, 106.96, 0.80, 1.00, 33
5297, 19.20, 24.40, 106.96, 0.90, 1.00, 33
5307, 18.50, 25.00, 106.96, 0.80, 1.10, 33
5318, 18.10, 25.20, 106.96, 0.90, 1.20, 30
5328, 17.50, 25.10, 116.37, 1.00, 1.50, 28
5338, 16.30, 25.60, 116.37, 1.00, 1.30, 28
5348, 15.60, 26.50, 116.37, 1.10, 1.40, 28
5358, 15.10, 27.10, 116.37, 1.00, 1.40, 28
5368, 14.80, 27.30, 116.37, 1.10, 2.10, 28
5378, 14.80, 27.20, 106.96, 1.00, 2.20, 29
5388, 15.10, 27.30, 116.37, 1.10, 2.00, 30
5398, 15.30, 27.10, 106.96, 0.90, 1.60, 29
5408, 15.60, 28.30, 116.37, 1.10, 1.70, 30
5418, 15.80, 28.70, 116.37, 1.20, 2.00, 30
5428, 15.90, 28.30, 106.96, 1.10, 1.90, 31
5438, 16.10, 28.10, 116.37, 1.00, 1.50, 30
5448, 16.10, 27.50, 106.96, 0.90, 1.10, 30
5459, 16.20, 27.30, 106.96, 0.90, 1.10, 31
5469, 16.50, 27.10, 116.37, 0.80, 1.20, 32
5479, 16.80, 27.20, 106.96, 0.80, 1.20, 33
5489, 17.10, 27.40, 106.96, 0.80, 1.20, 34
5499, 17.50, 27.70, 106.96, 0.70, 1.00, 35
5509, 17.80, 26.90, 106.96, 0.80, 1.10, 35
5519, 18.20, 26.10, 106.96, 0.80, 1.30, 35
5529, 18.40, 26.00, 106.96, 0.90, 1.50, 35
5539, 18.60, 25.30, 106.96, 0.90, 1.40, 36
5549, 18.70, 25.00, 106.96, 0.90, 1.10, 35
5559, 18.70, 25.20, 106.96, 0.90, 1.10, 33
5569, 18.60, 25.00, 106.96, 0.90, 1.60, 32
5579, 18.80, 25.20, 106.96, 1.10, 1.70, 33
5590, 18.80, 24.80, 106.96, 1.10, 1.70, 33
5600, 19.00, 24.60, 106.96, 1.00, 1.30, 34
5610, 19.30, 24.50, 106.96, 0.90, 1.00, 35
5620, 19.40, 24.30, 106.96, 0.80, 0.80, 36
5630, 19.60, 24.70, 106.96, 0.80, 0.80, 36
5640, 19.80, 25.20, 98.59, 0.80, 1.40, 36
5650, 20.00, 24.60, 106.96, 0.90, 1.70, 37
5660, 20.10, 24.50, 98.59, 1.00, 1.90, 37
5670, 20.30, 24.20, 98.59, 0.90, 1.30, 36
5680, 20.50, 24.00, 98.59, 1.00, 1.10, 37
5690, 20.70, 25.20, 98.59, 1.00, 1.10, 38
5700, 20.90, 25.90, 98.59, 0.90, 1.10, 38
5710, 21.10, 25.40, 98.59, 1.00, 1.50, 40
5720, 21.40, 25.20, 98.59, 0.90, 1.50, 40
5731, 21.40, 24.60, 98.59, 0.90, 1.50, 40
5741, 21.40, 24.30, 98.59, 0.90, 1.10, 39
5751, 21.40, 25.00, 91.11, 1.00, 1.10, 39
5761, 21.50, 24.20, 98.59, 1.10, 1.90, 40
5771, 21.50, 23.60, 91.11, 1.20, 1.80, 39
5781, 21.30, 24.10, 91.11, 1.00, 1.70, 38
5791, 21.40, 24.10, 98.59, 0.90, 0.90, 39
5801, 21.50, 24.40, 91.11, 0.80, 0.80, 40
5811, 21.60, 24.30, 91.11, 0.80, 1.10, 42
5821, 21.90, 24.00, 91.11, 0.90, 1.20, 44
5831, 22.10, 24.30, 91.11, 0.90, 1.30, 44
5841, 22.30, 24.40, 91.11, 1.00, 1.20, 45
5851, 22.60, 24.20, 91.11, 0.90, 1.10, 46
5862, 22.80, 24.00, 91.11, 0.90, 1.10, 45
5872, 22.80, 23.60, 84.40, 0.90, 2.60, 46
5882, 22.90, 23.10, 91.11, 1.00, 2.60, 45
5892, 23.00, 23.10, 91.11, 1.00, 2.70, 45
5902, 23.00, 23.00, 91.11, 0.90, 1.60, 45
5912, 23.10, 23.00, 91.11, 0.90, 1.60, 46
5922, 23.20, 22.60, 91.11, 0.90, 1.50, 46
5932, 23.30, 22.90, 84.40, 0.80, 1.00, 47
5942, 23.50, 23.40, 91.11, 0.90, 1.00, 47
5952, 23.50, 23.30, 91.11, 0.90, 1.00, 48
5962, 23.60, 23.10, 91.11, 0.90, 1.00, 45
5972, 23.80, 22.60, 91.11, 0.90, 1.10, 45
5982, 23.30, 22.20, 91.11, 0.90, 1.10, 46
5992, 23.30, 22.50, 91.11, 0.90, 1.20, 46
6003, 23.10, 22.30, 91.11, 0.80, 1.10, 46
6013, 22.70, 22.30, 91.11, 0.80, 1.00, 45
6023, 22.70, 22.30, 91.11, 0.80, 1.00, 43
6033, 22.30, 22.10, 91.11, 0.80, 0.80, 41
6043, 22.20, 22.10, 91.11, 0.90, 1.20, 42
6053, 22.10, 22.20, 98.59, 0.90, 1.30, 41
6063, 22.00, 22.30, 98.59, 1.00, 1.40, 42
6073, 22.10, 22.50, 98.59, 0.90, 1.50, 40
6083, 22.20, 22.60, 98.59, 0.90, 1.20, 41
6093, 22.00, 21.60, 91.11, 1.00, 1.30, 41
6103, 22.00, 21.80, 91.11, 1.00, 1.20, 41
6113, 22.20, 22.00, 98.59, 1.00, 1.20, 41
6123, 22.10, 21.80, 91.11, 0.80, 0.90, 41
6133, 21.60, 21.80, 98.59, 0.80, 0.90, 41
6144, 21.70, 22.40, 98.59, 0.90, 1.10, 41
6154, 21.90, 23.00, 98.59, 1.00, 1.30, 41
6164, 21.60, 22.90, 91.11, 0.90, 1.10, 42
6174, 21.60, 22.80, 91.11, 0.90, 1.00, 41
6184, 21.70, 22.80, 98.59, 0.80, 0.90, 42
6194, 21.70, 22.10, 91.11, 0.80, 0.90, 41
6204, 21.80, 22.40, 98.59, 0.90, 0.90, 40
6214, 21.90, 23.00, 91.11, 1.00, 1.10, 40
6224, 21.90, 22.50, 98.59, 0.90, 1.30, 40
6234, 21.70, 22.20, 98.59, 0.90, 1.30, 40
6244, 21.30, 22.80, 98.59, 0.80, 1.60, 40
6254, 21.40, 23.40, 98.59, 0.90, 1.60, 40
6264, 21.10, 23.50, 91.11, 0.80, 1.70, 39
6275, 20.50, 22.90, 98.59, 0.80, 1.40, 38
6285, 20.30, 22.70, 98.59, 0.90, 1.30, 39
6295, 20.30, 24.00, 98.59, 0.90, 1.10, 35
6305, 20.50, 24.30, 98.59, 0.80, 1.20, 35
6315, 20.20, 23.50, 98.59, 0.90, 1.40, 34
6325, 20.40, 23.30, 98.59, 0.90, 1.50, 34
6335, 20.30, 22.80, 98.59, 1.00, 1.20, 35
6345, 20.00, 23.10, 98.59, 0.90, 1.60, 34
6355, 20.10, 23.10, 98.59, 0.90, 1.60, 35
6365, 20.10, 23.10, 98.59, 1.00, 1.70, 35
6375, 20.20, 23.00, 98.59, 0.90, 1.20, 35
6385, 20.30, 23.40, 98.59, 0.90, 1.40, 35
6395, 20.40, 23.60, 98.59, 0.90, 1.40, 36
6405, 20.40, 23.40, 98.59, 0.90, 1.30, 36
6416, 20.60, 23.70, 106.96, 1.00, 1.40, 36
6426, 20.70, 23.50, 98.59, 0.90, 1.20, 32
6436, 20.50, 22.70, 106.96, 1.00, 2.00, 31
6446, 19.50, 22.50, 106.96, 0.90, 1.70, 30
6456, 19.40, 23.40, 98.59, 0.90, 2.00, 32
6466, 19.50, 23.30, 98.59, 0.90, 1.40, 33
6476, 19.60, 23.50, 106.96, 0.90, 1.70, 34
6486, 19.80, 23.70, 98.59, 0.90, 1.70, 35
6496, 20.10, 23.80, 106.96, 0.90, 1.60, 36
6506, 20.20, 23.80, 106.96, 0.90, 1.40, 37
6516, 20.40, 24.10, 98.59, 1.00, 1.40, 36
6526, 20.60, 23.90, 106.96, 1.00, 1.50, 36
6536, 20.80, 23.90, 98.59, 1.00, 2.10, 35
6546, 20.80, 23.40, 106.96, 0.90, 1.70, 36
6557, 20.80, 22.70, 98.59, 0.80, 1.80, 37
6567, 21.00, 22.60, 98.59, 0.80, 1.20, 37
6577, 21.20, 23.10, 106.96, 0.80, 1.20, 35
6587, 21.20, 22.80, 106.96, 0.80, 1.00, 34
6597, 21.30, 22.60, 106.96, 0.80, 0.80, 34
6607, 21.00, 22.10, 106.96, 0.90, 1.10, 32
6617, 20.90, 22.00, 106.96, 1.00, 1.30, 31
6627, 20.60, 22.00, 106.96, 1.10, 1.70, 32
6637, 20.60, 22.50, 106.96, 1.00, 1.60, 33
6647, 20.50, 22.90, 106.96, 1.00, 1.60, 33
6657, 20.40, 23.40, 106.96, 1.00, 1.50, 33
6667, 20.30, 23.30, 106.96, 0.90, 1.00, 33
6677, 20.20, 23.00, 106.96, 0.90, 1.00, 33
6688, 20.10, 23.00, 106.96, 0.80, 0.80, 33
6698, 19.70, 22.80, 106.96, 0.90, 1.20, 33
6708, 19.70, 23.20, 106.96, 0.90, 1.40, 33
6718, 19.40, 23.60, 106.96, 0.90, 1.40, 33
6728, 19.40, 23.60, 106.96, 0.90, 1.60, 34
6738, 19.50, 23.60, 106.96, 0.90, 1.50, 35
6748, 19.80, 24.40, 106.96, 0.90, 1.80, 34
6758, 19.70, 24.30, 106.96, 0.90, 1.40, 34
6768, 19.40, 24.20, 106.96, 0.80, 1.20, 33
6778, 19.50, 24.30, 106.96, 1.00, 1.80, 33
6788, 19.70, 23.80, 98.59, 1.00, 1.80, 34
6798, 19.90, 24.40, 106.96, 0.90, 1.70, 35
6808, 20.10, 24.70, 106.96, 1.00, 1.20, 34
6819, 20.40, 24.20, 106.96, 0.90, 1.00, 35
6829, 20.50, 24.00, 106.96, 0.90, 1.00, 34
6839, 20.60, 23.40, 106.96, 0.80, 0.90, 34
6849, 20.60, 24.20, 106.96, 0.90, 1.00, 33
6859, 20.80, 23.70, 106.96, 0.90, 1.60, 33
6869, 20.90, 23.30, 106.96, 0.90, 1.50, 34
6879, 20.60, 23.40, 106.96, 0.90, 1.50, 34
6889, 20.70, 23.20, 106.96, 0.90, 1.10, 33
6899, 20.90, 22.90, 106.96, 1.00, 1.50, 31
6909, 21.00, 23.40, 106.96, 1.20, 1.70, 29
6919, 21.00, 22.90, 106.96, 1.20, 1.60, 29
6929, 20.50, 22.40, 106.96, 1.30, 1.80, 31
6939, 20.40, 22.80, 106.96, 1.00, 1.50, 32
6949, 20.40, 23.50, 106.96, 1.00, 1.90, 33
6960, 20.60, 23.80, 106.96, 1.00, 1.50, 34
6970, 20.70, 23.50, 106.96, 1.00, 1.70, 32
6980, 20.70, 23.10, 106.96, 1.00, 1.60, 32
6990, 20.40, 22.90, 106.96, 0.80, 1.50, 33
7000, 20.30, 22.30, 106.96, 0.80, 1.40, 33
7010, 20.10, 22.40, 106.96, 0.80, 0.80, 32
7020, 20.10, 22.80, 106.96, 0.80, 0.90, 32
7030, 19.90, 22.60, 106.96, 0.80, 0.90, 33
7040, 20.10, 23.00, 106.96, 0.80, 0.90, 34
7050, 20.30, 23.50, 106.96, 0.80, 1.30, 34
7060, 20.40, 23.70, 106.96, 0.90, 1.80, 33
7070, 20.50, 23.10, 106.96, 0.80, 1.90, 34
7080, 20.60, 22.50, 106.96, 0.90, 1.50, 34
7091, 20.80, 22.70, 106.96, 0.90, 1.00, 34
7101, 21.00, 22.70, 106.96, 0.90, 1.50, 35
7111, 21.20, 22.60, 106.96, 0.80, 1.40, 36
7121, 21.50, 22.90, 106.96, 0.70, 1.40, 38
7131, 21.70, 23.00, 106.96, 0.60, 1.00, 37
7141, 22.00, 23.20, 106.96, 0.80, 1.20, 35
7151, 22.10, 22.90, 106.96, 0.80, 1.10, 36
7161, 22.20, 22.40, 106.96, 1.00, 1.10, 37
7171, 22.40, 22.50, 106.96, 1.00, 1.40, 35
7181, 22.40, 22.10, 106.96, 1.00, 1.50, 34
7191, 22.20, 21.80, 106.96, 0.80, 1.40, 35
7201, 22.00, 21.50, 106.96, 0.80, 1.10, 36
7211, 22.10, 21.70, 106.96, 0.90, 1.00, 36
7221, 22.00, 21.80, 106.96, 0.90, 2.10, 35
7232, 22.10, 21.90, 106.96, 1.00, 2.40, 34
7242, 22.00, 21.70, 116.37, 0.90, 2.40, 34
7252, 21.90, 21.60, 106.96, 0.90, 1.30, 34
7262, 21.90, 21.60, 106.96, 0.90, 1.20, 35
7272, 21.80, 21.50, 116.37, 1.00, 1.30, 35
7282, 21.80, 21.70, 116.37, 1.00, 1.20, 36
7292, 21.80, 21.40, 106.96, 1.00, 1.30, 36
7302, 21.80, 21.20, 116.37, 0.80, 1.10, 36
7312, 21.90, 21.40, 106.96, 0.60, 1.20, 38
7322, 22.00, 21.40, 106.96, 0.60, 0.70, 39
7332, 22.20, 21.70, 106.96, 0.70, 1.00, 39
7342, 22.30, 22.40, 106.96, 0.80, 2.00, 38
7352, 22.40, 22.20, 106.96, 0.80, 2.00, 37
7363, 22.30, 21.50, 116.37, 0.80, 2.30, 36
7373, 22.40, 21.70, 116.37, 0.80, 1.50, 37
7383, 22.50, 21.70, 116.37, 0.90, 1.70, 36
7393, 22.50, 21.90, 106.96, 0.80, 1.30, 36
7403, 22.60, 22.00, 106.96, 0.80, 1.70, 38
7413, 22.40, 21.40, 116.37, 0.80, 1.70, 39
7423, 22.40, 21.10, 106.96, 0.90, 1.90, 38
7433, 22.40, 21.80, 106.96, 1.00, 1.30, 38
7443, 22.30, 21.80, 106.96, 1.00, 1.30, 39
7453, 22.30, 22.30, 116.37, 1.00, 1.10, 38
7463, 22.40, 23.50, 116.37, 1.00, 1.10, 38
7473, 22.00, 22.80, 106.96, 0.90, 1.00, 40
7483, 22.20, 23.00, 116.37, 1.00, 1.10, 40
7493, 22.30, 23.50, 116.37, 1.00, 1.50, 39
7504, 22.30, 23.10, 106.96, 0.90, 1.50, 39
7514, 22.20, 22.50, 106.96, 0.90, 2.40, 40
7524, 22.40, 22.70, 106.96, 0.90, 2.00, 41
7534, 22.40, 22.10, 106.96, 0.90, 2.20, 42
7544, 22.60, 22.10, 106.96, 0.80, 1.20, 42
7554, 22.80, 22.80, 106.96, 0.80, 1.10, 43
7564, 23.00, 22.30, 106.96, 0.80, 0.90, 43
7574, 23.20, 22.40, 106.96, 0.80, 1.00, 41
7584, 23.10, 22.60, 106.96, 0.70, 1.10, 40
7594, 23.10, 22.70, 106.96, 0.90, 1.40, 39
7604, 23.10, 22.20, 106.96, 1.00, 1.60, 38
7614, 23.00, 21.10, 106.96, 1.10, 1.60, 40
7624, 22.90, 20.80, 106.96, 1.10, 1.60, 38
7635, 23.00, 20.50, 106.96, 1.10, 1.50, 39
7645, 23.00, 21.00, 116.37, 0.90, 1.20, 39
7655, 22.90, 21.30, 106.96, 0.90, 1.20, 38
7665, 22.80, 21.50, 116.37, 0.90, 1.10, 39
7675, 22.80, 22.10, 106.96, 1.00, 1.30, 40
7685, 22.80, 22.20, 106.96, 1.00, 1.20, 40
7695, 22.80, 22.40, 116.37, 0.90, 1.40, 40
7705, 22.80, 22.20, 116.37, 0.90, 1.40, 42
7715, 22.80, 22.40, 106.96, 0.90, 1.40, 41
7725, 22.90, 22.40, 106.96, 0.90, 1.30, 39
7735, 22.90, 22.70, 116.37, 1.00, 1.70, 38
7745, 22.80, 22.70, 106.96, 1.00, 2.10, 38
7755, 23.00, 22.00, 106.96, 0.90, 2.30, 38
7766, 23.00, 21.50, 116.37, 0.80, 1.70, 38
7776, 22.90, 21.40, 106.96, 0.80, 2.10, 39
7786, 22.90, 21.00, 106.96, 0.80, 1.80, 39
7796, 22.90, 21.60, 116.37, 0.90, 1.90, 39
7806, 22.80, 21.60, 106.96, 0.80, 1.00, 38
7816, 22.80, 21.30, 106.96, 0.90, 1.00, 38
7826, 23.00, 21.10, 116.37, 0.90, 1.30, 38
7836, 23.00, 21.30, 116.37, 1.00, 1.50, 38
7846, 23.00, 21.00, 116.37, 1.00, 1.70, 37
7856, 22.80, 20.60, 116.37, 1.00, 1.80, 37
7866, 22.50, 20.70, 116.37, 1.00, 1.90, 37
7876, 22.50, 20.90, 116.37, 0.90, 1.60, 36
7886, 22.40, 20.80, 116.37, 0.80, 1.00, 36
7896, 22.10, 21.20, 116.37, 0.70, 0.70, 35
7907, 22.00, 20.40, 116.37, 0.70, 0.70, 34
7917, 21.70, 20.50, 116.37, 0.90, 1.00, 34
7927, 21.70, 20.60, 116.37, 0.90, 1.80, 34
7937, 21.60, 21.00, 116.37, 1.10, 1.90, 34
7947, 21.50, 21.00, 116.37, 1.00, 1.80, 34
7957, 21.40, 20.80, 116.37, 1.00, 1.10, 33
7967, 21.20, 20.60, 126.98, 0.90, 1.00, 33
7977, 21.10, 21.10, 116.37, 0.80, 1.50, 34
7987, 20.90, 20.80, 116.37, 0.70, 1.70, 32
7997, 20.90, 21.40, 126.98, 0.80, 1.70, 32
8007, 20.90, 21.10, 126.98, 0.90, 1.00, 32
8017, 20.70, 21.10, 126.98, 1.00, 1.10, 32
8027, 20.50, 21.60, 126.98, 1.00, 1.10, 32
8038, 20.40, 21.70, 126.98, 0.90, 1.20, 32
8048, 20.40, 21.80, 126.98, 0.80, 1.20, 31
8058, 20.40, 21.40, 126.98, 0.70, 1.00, 31
8068, 20.20, 21.40, 126.98, 0.70, 0.70, 31
8078, 20.10, 21.60, 126.98, 0.70, 0.70, 32
8088, 20.00, 22.30, 126.98, 0.70, 0.80, 33
8098, 20.10, 22.30, 126.98, 0.80, 1.10, 33
8108, 20.20, 22.50, 126.98, 0.80, 1.40, 31
8118, 20.20, 22.10, 126.98, 0.90, 1.40, 31
8128, 20.00, 21.70, 126.98, 0.90, 1.30, 32
8138, 20.00, 22.40, 126.98, 0.90, 1.90, 32
8148, 20.20, 23.40, 126.98, 0.90, 2.10, 33
8158, 20.40, 23.40, 126.98, 1.00, 2.20, 33
8168, 20.40, 22.00, 126.98, 0.90, 1.40, 32
8179, 20.30, 21.60, 126.98, 1.00, 1.50, 32
8189, 20.40, 21.80, 126.98, 0.90, 1.50, 30
8199, 20.50, 22.20, 126.98, 1.00, 2.00, 30
8209, 20.40, 21.70, 126.98, 1.00, 1.80, 31
8219, 20.30, 22.00, 126.98, 0.90, 1.50, 31
8229, 20.20, 21.80, 126.98, 0.80, 1.30, 30
8239, 20.10, 21.60, 126.98, 0.90, 1.50, 29
8249, 20.00, 22.80, 126.98, 0.90, 1.90, 29
8259, 19.80, 22.10, 126.98, 1.00, 1.80, 29
8269, 19.60, 22.00, 126.98, 0.90, 1.60, 30
8279, 19.60, 22.20, 126.98, 0.90, 1.30, 30
8289, 19.60, 22.00, 126.98, 0.80, 1.10, 30
8299, 19.60, 22.10, 126.98, 0.80, 1.20, 29
8310, 19.70, 21.60, 126.98, 1.00, 1.60, 28
8320, 19.70, 21.70, 126.98, 1.10, 2.10, 29
8330, 19.80, 21.90, 126.98, 1.00, 2.20, 30
8340, 19.60, 21.60, 126.98, 0.80, 1.70, 30
8350, 19.80, 21.90, 126.98, 0.80, 1.10, 31
8360, 19.90, 22.20, 126.98, 0.80, 1.60, 32
8370, 20.10, 22.60, 126.98, 0.90, 2.00, 30
8380, 20.30, 22.40, 126.98, 0.90, 2.00, 30
8390, 20.30, 22.30, 126.98, 1.10, 1.70, 29
8400, 20.40, 22.50, 126.98, 1.10, 2.30, 31
8410, 20.50, 22.20, 126.98, 1.50, 3.10, 30
8420, 20.60, 22.00, 139.00, 1.50, 2.80, 29
8430, 20.50, 21.80, 126.98, 1.40, 2.10, 29
8440, 20.20, 21.60, 126.98, 1.00, 1.20, 29
8451, 20.00, 21.90, 139.00, 0.90, 1.20, 31
8461, 20.10, 21.80, 126.98, 0.90, 1.10, 31
8471, 20.10, 21.90, 139.00, 0.80, 1.30, 31
8481, 20.10, 22.10, 126.98, 0.90, 1.20, 31
8491, 20.20, 22.10, 139.00, 0.80, 1.10, 31
8501, 20.30, 21.90, 126.98, 0.90, 1.00, 30
8511, 20.40, 22.50, 126.98, 0.80, 1.30, 31
8521, 20.30, 22.00, 126.98, 1.00, 1.70, 30
8531, 20.30, 21.50, 126.98, 0.90, 1.70, 28
8541, 20.00, 21.70, 139.00, 1.10, 1.70, 30
8551, 20.00, 21.70, 126.98, 1.00, 1.50, 30
8561, 20.10, 22.30, 126.98, 1.00, 1.60, 29
8571, 20.00, 21.90, 126.98, 0.80, 1.30, 29
8582, 20.00, 22.00, 126.98, 0.80, 1.20, 29
8592, 20.20, 22.20, 126.98, 1.00, 1.40, 29
8602, 20.20, 21.90, 126.98, 1.10, 1.70, 29
8612, 20.40, 21.90, 126.98, 1.10, 1.60, 31
8622, 20.50, 22.10, 126.98, 1.00, 1.40, 32
8632, 20.80, 22.20, 126.98, 1.00, 1.20, 32
8642, 21.00, 22.40, 126.98, 0.90, 1.10, 33
8652, 21.20, 23.00, 126.98, 0.70, 0.80, 34
8662, 21.40, 23.20, 126.98, 0.70, 0.80, 33
8672, 21.60, 23.90, 126.98, 0.80, 1.00, 33
8682, 21.50, 22.80, 126.98, 0.90, 1.20, 32
8692, 21.60, 22.10, 126.98, 0.90, 2.10, 32
8702, 21.70, 22.30, 126.98, 0.80, 1.90, 33
8712, 21.80, 22.30, 126.98, 0.90, 2.00, 33
8723, 21.90, 22.70, 126.98, 0.90, 1.00, 34
8733, 22.10, 22.30, 126.98, 1.00, 1.40, 35
8743, 22.30, 22.10, 126.98, 0.80, 1.10, 36
8753, 22.50, 21.90, 126.98, 0.80, 1.10, 35
8763, 22.80, 22.70, 126.98, 0.70, 0.80, 35
8773, 22.70, 22.80, 126.98, 0.90, 1.50, 34
8783, 22.40, 21.70, 126.98, 0.90, 1.60, 35
8793, 22.50, 21.90, 126.98, 0.90, 1.90, 31
8803, 22.20, 21.50, 126.98, 1.00, 2.20, 32
8813, 21.70, 21.30, 126.98, 0.90, 2.00, 31
8823, 21.50, 21.20, 126.98, 0.90, 3.20, 31
8833, 21.40, 21.00, 126.98, 0.80, 2.80, 31
8843, 21.20, 21.20, 126.98, 0.90, 3.50, 30
8854, 21.30, 21.60, 126.98, 0.90, 2.10, 30
8864, 20.50, 21.40, 126.98, 0.90, 1.50, 31
8874, 20.50, 21.90, 126.98, 1.00, 2.10, 31
8884, 20.60, 21.90, 126.98, 0.80, 2.00, 30
8894, 20.60, 21.50, 126.98, 0.90, 2.00, 29
8904, 20.50, 21.30, 126.98, 0.80, 0.90, 29
8914, 20.50, 21.50, 126.98, 0.90, 1.00, 30
8924, 20.40, 21.80, 126.98, 0.80, 0.90, 29
8934, 20.50, 21.90, 126.98, 0.90, 1.40, 29
8944, 20.50, 21.70, 126.98, 0.80, 2.10, 30
8954, 20.60, 21.60, 126.98, 0.80, 2.10, 30
8964, 20.70, 22.30, 126.98, 0.90, 1.70, 30
8974, 20.90, 22.20, 126.98, 0.90, 1.00, 30
8985, 20.90, 22.00, 126.98, 1.00, 1.10, 30
8995, 21.00, 21.70, 126.98, 1.00, 1.80, 30
9005, 21.10, 21.70, 126.98, 1.00, 1.80, 31
9015, 21.20, 21.40, 126.98, 1.00, 1.90, 31
9025, 21.10, 21.30, 126.98, 0.90, 1.10, 32
9035, 21.30, 21.60, 126.98, 0.90, 1.10, 31
9045, 21.40, 21.50, 126.98, 0.90, 1.80, 30
9055, 21.50, 21.50, 126.98, 1.00, 2.20, 30
9065, 21.50, 21.30, 126.98, 0.90, 2.70, 30
9075, 21.40, 21.00, 126.98, 0.90, 2.00, 29
9085, 21.60, 21.40, 126.98, 0.80, 1.50, 29
9095, 21.30, 21.00, 126.98, 0.80, 0.80, 30
9105, 21.20, 21.10, 126.98, 0.80, 2.20, 29
9115, 21.20, 21.00, 126.98, 0.90, 2.40, 30
9126, 21.00, 21.30, 126.98, 1.10, 3.20, 29
9136, 21.00, 21.40, 126.98, 1.10, 2.20, 28
9146, 20.90, 21.50, 126.98, 1.00, 2.60, 28
9156, 20.80, 21.20, 126.98, 0.90, 2.10, 29
9166, 20.80, 21.60, 126.98, 0.80, 1.50, 29
9176, 20.80, 21.50, 126.98, 0.90, 1.30, 31
9186, 21.00, 21.70, 126.98, 0.90, 1.30, 32
9196, 21.00, 21.90, 139.00, 1.00, 1.80, 31
9206, 21.00, 21.40, 126.98, 1.00, 2.80, 31
9216, 20.80, 21.10, 126.98, 1.10, 3.00, 32
9226, 21.00, 21.50, 126.98, 1.00, 2.50, 33
9236, 21.10, 21.90, 126.98, 0.90, 1.50, 30
9246, 21.20, 21.70, 126.98, 0.80, 1.20, 31
9257, 20.80, 21.30, 126.98, 0.90, 1.20, 32
9267, 20.80, 21.50, 126.98, 0.80, 1.00, 33
9277, 20.90, 21.60, 126.98, 0.70, 0.90, 33
9287, 21.20, 22.10, 126.98, 0.70, 0.80, 34
9297, 21.30, 22.10, 139.00, 0.70, 0.90, 32
9307, 21.20, 21.50, 126.98, 0.80, 1.10, 32
9317, 21.30, 21.00, 139.00, 0.80, 1.10, 34
9327, 21.30, 20.70, 139.00, 0.80, 1.50, 34
